,State,full,climate_policy_index,ren_share_22,state_ems_change_1621,State_Effective_Tax_Rate,Right_to_work,ind_elec_price,man_share,worker_pay.y,gdp_17_22,cnbc_rank,demshare,demshare_statesenate,demshare_statehouse,dem_governor,dem_statecontrol,subs_m,incent_gdp,corruption_rank,liberal,pro_environment,pro_welfare,pro_race,LCVavg,other_spend_budget,budget_gdp
220,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,16.39812698,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
221,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,16.2435572,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
222,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,9.028858648,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
223,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,21.10037363,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
224,WV,West Virginia,0.16707647,6.2,-6.432,0.1,0,19.75,5.769821475,61824.94745,1.8,46,0.302014677,0.088235294,0.11,0,0,1700,0.022214817,30,12.51841837,0.497780681,0.228432214,0.277147776,57,38.02186419,21.41254429
225,KS,Kansas,0.184914883,71.1,-4.554,0.11,0,24.33,11.53222475,64303.27001,5.1,23,0.425065717,0.275,0.32,1,0.5,1624.606127,0.009294373,11,13.81039137,0.563986242,0.218802836,0.257231493,12.5,25.30840014,10.2804598
226,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,9.181147684,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
227,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,14.67982917,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
228,VA,Virginia,0.400964448,4,-11.004,0.13,0,23.42,5.310695425,61553.50458,12,2,0.55154687,0.525,0.51,0,0.5,140,0.000242649,37,19.21795955,0.592493236,0.247026659,0.325550792,62,35.32782737,9.76533376
229,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,15.26915343,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
230,AZ,Arizona,0.314265679,16.2,-8.625,0.1,0,23.05,6.139606611,76183.07929,21.1,14,0.501568317,0.466666667,0.483333333,1,0.5,454.561758,0.001126619,14,16.78966655,0.572675049,0.244885617,0.301865892,30,40.31962884,13.93940713
231,WY,Wyoming,0.137595761,60.5,-10.877,0.08,0,20.19,3.899122552,76591.20537,-0.9,37,0.275195656,0.064516129,0.080645161,0,0,NA,NA,25,11.07651439,0.532051623,0.204532364,0.250197667,12,49.95574569,11.56764745
232,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,9.167795015,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
233,OK,Oklahoma,0.221770491,54.3,-8.637,0.09,0,20.4,11.34555154,59785.1559,-0.5,41,0.330599605,0.166666667,0.198019802,0,0,2363.227783,0.012335269,40,11.27844364,0.484065533,0.238373968,0.274289964,16.5,30.17393743,12.2261825
234,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,7.365387482,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
235,MS,Mississippi,0.224989193,1.1,1.18,0.1,0,19.66,23.81019653,53337.11015,3.5,48,0.416150142,0.307692308,0.336065574,0,0,705.95807,0.00618432,49,14.89009532,0.526288331,0.276477772,0.37133728,30,26.87453448,17.55103031
236,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,11.20498095,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
237,ID,Idaho,0.128707428,12.1,11.886,0.11,0,19.67,13.41645127,64038.47084,25.7,26,0.341228571,0.2,0.157142857,0,0,22.491701,0.000245318,15,12.49919497,0.562173128,0.231252374,0.264192695,34.5,35.49115793,11.39266777
238,VA,Virginia,0.400964448,4,-11.004,0.13,0,23.42,9.445568874,61553.50458,12,2,0.55154687,0.525,0.51,0,0.5,140,0.000242649,37,19.21795955,0.592493236,0.247026659,0.325550792,62,35.32782737,9.76533376
239,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,17.88508374,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
240,DC,District of Columbia,NA,1.9,-8.598,0.12,1,22.68,3.412765601,54955.78947,7.2,NA,0.944669538,0.846153846,NA,0,0.5,35.191376,0.000244334,NA,NA,NA,NA,NA,NA,NA,NA
241,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,22.41109159,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
242,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,12.46986346,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
243,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,18.93450689,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
244,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,22.64700623,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
245,ID,Idaho,0.128707428,12.1,11.886,0.11,0,19.67,8.87146551,64038.47084,25.7,26,0.341228571,0.2,0.157142857,0,0,22.491701,0.000245318,15,12.49919497,0.562173128,0.231252374,0.264192695,34.5,35.49115793,11.39266777
246,WA,Washington,0.682489995,9.4,-7.058,0.11,1,18.08,10.34862062,76171.51236,21.6,7,0.599255032,0.591836735,0.591836735,1,1,1445.075503,0.002253903,2,23.03003415,0.52459228,0.227207827,0.271427975,81,26.00661843,8.494801097
247,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,8.853533819,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
248,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,10.00849377,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
249,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,4.63467787,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
250,MO,Missouri,0.331273592,10.2,-1.736,0.09,1,22.46,6.517491183,61776.21937,8.1,32,0.421641794,0.294117647,0.312883436,0,0,NA,NA,35,16.42127773,0.530996859,0.229259496,0.282745315,29,23.54117783,8.072841999
251,KS,Kansas,0.184914883,71.1,-4.554,0.11,0,24.33,20.88140199,64303.27001,5.1,23,0.425065717,0.275,0.32,1,0.5,1624.606127,0.009294373,11,13.81039137,0.563986242,0.218802836,0.257231493,12.5,25.30840014,10.2804598
252,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,10.1899007,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
253,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,9.831098504,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
254,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,27.36420786,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
255,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,8.129912952,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
256,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,7.139701635,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
257,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,5.502818155,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
258,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,2.942025471,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
259,MD,Maryland,0.61952072,4.2,-13.055,0.11,1,29.33,14.18447409,73739.20726,3.1,22,0.67029047,0.723404255,0.723404255,1,1,238.360603,0.000578149,27,24.9727605,0.562535703,0.262152779,0.36965194,92.5,26.21039387,11.72304619
260,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,8.131405133,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
261,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,37.80307041,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
262,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,18.3076787,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
263,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,5.956990893,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
264,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,14.31423528,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
265,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,13.81755055,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
266,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,25.4684716,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
267,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,17.94453507,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
268,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,5.677221055,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
269,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,4.231546361,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
270,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,6.590417533,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
271,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,13.37518449,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
272,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,10.17068175,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
273,DE,Delaware,0.581598245,2,-10.084,0.12,1,25.77,8.951618851,66068.43361,8.1,18,0.596267442,0.714285714,0.634146341,1,1,63.23985,0.000841262,29,49.70764667,0.546335101,0.248804181,0.321230905,85,41.75069926,15.31423351
274,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,18.39788076,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
275,MN,Minnesota,0.611065747,25.9,-8.719,0.12,1,27.12,7.996142792,68943.28282,6.9,5,0.536395136,0.507462687,0.52238806,1,1,68.408479,0.000180444,3,19.27243163,0.580286026,0.223405064,0.276763279,76,30.52459121,11.44363337
276,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,9.65945907,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
277,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,10.84882308,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
278,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,14.8397591,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
279,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,7.154136186,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
280,KY,Kentucky,0.219657071,0.2,-12.234,0.1,0,21.72,16.61402694,58106.11701,6.9,38,0.367982035,0.184210526,0.2,1,0.5,1272.319743,0.005847915,39,13.07070349,0.561427951,0.228726992,0.285950674,22,22.81812644,16.85154148
281,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,57.64111156,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
282,NY,New York,0.694948106,7.1,-8.289,0.16,1,22.13,17.66544705,68111.90349,8.5,20,0.617168349,0.666666667,0.68,1,1,9845.224887,0.005582698,41,27.28226444,0.606758833,0.239969901,0.372098672,94,31.94444444,9.998813056
283,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,6.793833071,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
284,OK,Oklahoma,0.221770491,54.3,-8.637,0.09,0,20.4,11.53271586,59785.1559,-0.5,41,0.330599605,0.166666667,0.198019802,0,0,2363.227783,0.012335269,40,11.27844364,0.484065533,0.238373968,0.274289964,16.5,30.17393743,12.2261825
285,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,17.91954143,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
286,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,11.71853745,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
287,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,16.04476305,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
288,AK,Alaska,0.128704935,2.6,16.365,0.05,1,54.02,1.71940806,68008.01641,-6,50,0.447381513,0.45,0.325,0,0,54.156709,0.001076351,50,15.69400292,0.550684392,0.221080397,0.259023311,18,39.46254734,19.39519311
289,ND,North Dakota,0.193397548,64,2.927,0.09,0,21.35,7.874797555,63120.28812,-3.1,36,0.327825916,0.085106383,0.127659574,0,0,NA,NA,47,14.29168831,0.541460693,0.23408068,0.254604256,58.5,NA,NA
290,NM,New Mexico,0.366152262,62.8,-6.054,0.1,1,19.22,3.802269738,57064.54288,8.7,43,0.555184902,0.642857143,0.642857143,1,1,208.981308,0.002062689,26,22.01958325,0.557929695,0.261076653,0.336403407,84.5,25.26109761,20.44877382
291,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,8.486588919,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
292,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,11.10242932,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
293,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,13.37259073,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
294,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,17.80143184,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
295,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,21.74206292,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
296,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,10.0845607,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
297,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,17.2532373,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
298,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,9.302435033,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
299,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,15.41159706,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
300,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,4.173366811,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
301,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,26.67838072,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
302,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,22.58880286,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
303,NY,New York,0.694948106,7.1,-8.289,0.16,1,22.13,16.77497239,68111.90349,8.5,20,0.617168349,0.666666667,0.68,1,1,9845.224887,0.005582698,41,27.28226444,0.606758833,0.239969901,0.372098672,94,31.94444444,9.998813056
304,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,15.71775707,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
305,NE,Nebraska,0.224206496,37.6,-2.323,0.12,0,21.14,25.48254966,57505.2728,11.2,28,0.402159478,NA,NA,0,0.5,648.233639,0.004728937,7,13.54702329,0.533818722,0.219736938,0.258371685,10,34.64190447,9.535281598
306,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,5.832261911,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
307,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,22.90148636,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
308,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,10.63143206,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
309,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,17.18282693,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
310,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,21.33711056,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
311,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,16.9790171,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
312,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,10.75392964,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
313,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,15.67524185,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
314,MD,Maryland,0.61952072,4.2,-13.055,0.11,1,29.33,12.30725943,73739.20726,3.1,22,0.67029047,0.723404255,0.723404255,1,1,238.360603,0.000578149,27,24.9727605,0.562535703,0.262152779,0.36965194,92.5,26.21039387,11.72304619
315,LA,Louisiana,0.261831466,0.5,-0.298,0.09,0,22.1,6.61223851,79001.69747,-3.6,49,0.405355595,0.282051282,0.304761905,0,0,6900.755748,0.029839519,48,13.85816272,0.58442986,0.267211686,0.361926686,25.5,27.53389457,12.84996416
316,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,17.91520929,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
317,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,6.024447137,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
318,VA,Virginia,0.400964448,4,-11.004,0.13,0,23.42,19.37543165,61553.50458,12,2,0.55154687,0.525,0.51,0,0.5,140,0.000242649,37,19.21795955,0.592493236,0.247026659,0.325550792,62,35.32782737,9.76533376
319,CT,Connecticut,0.533286727,6.4,7.265,0.15,1,44.17,12.04327512,82940.68705,1,31,0.601950491,0.666666667,0.649006623,1,1,436.16759,0.001576497,22,24.75180569,0.599432468,0.24227624,0.313583809,79,40.48463996,12.28310583
320,MS,Mississippi,0.224989193,1.1,1.18,0.1,0,19.66,11.27020303,53337.11015,3.5,48,0.416150142,0.307692308,0.336065574,0,0,705.95807,0.00618432,49,14.89009532,0.526288331,0.276477772,0.37133728,30,26.87453448,17.55103031
321,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,29.25587796,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
322,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,1.459392819,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
323,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,17.72440135,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
324,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,1.365981989,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
325,AR,Arkansas,0.272448833,2,-0.164,0.1,0,21.63,8.164465751,53892.61978,10.9,44,0.357875667,0.171428571,0.18,0,0,21.89687,0.000159417,19,12.53593946,0.486100018,0.24423437,0.303640746,32.5,34.74636387,20.08268658
326,LA,Louisiana,0.261831466,0.5,-0.298,0.09,0,22.1,6.677578233,79001.69747,-3.6,49,0.405355595,0.282051282,0.304761905,0,0,6900.755748,0.029839519,48,13.85816272,0.58442986,0.267211686,0.361926686,25.5,27.53389457,12.84996416
327,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,7.338028158,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
328,WV,West Virginia,0.16707647,6.2,-6.432,0.1,0,19.75,10.00354703,61824.94745,1.8,46,0.302014677,0.088235294,0.11,0,0,1700,0.022214817,30,12.51841837,0.497780681,0.228432214,0.277147776,57,38.02186419,21.41254429
